customer_id,avg_monthly_credits,salary_consistency,cash_withdrawal_ratio,monthly_transaction_count
CUS106378,89400,0.835,0.196,20
CUS106379,62200,0.974,0.212,17
CUS106380,54500,0.976,0.162,23
CUS106381,81000,0.876,0.129,18
CUS106382,54500,0.948,0.14,14
CUS106383,128200,0.868,0.135,26
CUS106384,75000,1.0,0.132,15
CUS106385,53200,0.87,0.118,15
CUS106386,75200,0.784,0.125,14
CUS106387,100500,0.826,0.051,18
CUS106388,67500,0.851,0.141,18
CUS106389,35700,0.8,0.033,20
CUS106390,95000,0.81,0.042,13
CUS106391,59800,0.883,0.188,24
CUS106392,62400,0.939,0.261,18
CUS106393,115000,0.916,0.084,17
CUS106394,64000,0.78,0.089,18
CUS106395,79200,0.953,0.372,22
CUS106396,142300,0.9,0.288,15
CUS106397,80300,0.934,0.169,24
CUS106398,193400,0.835,0.014,11
CUS106399,136300,0.756,0.17,18
CUS106400,50600,0.962,0.026,10
CUS106401,75800,0.876,0.119,15
CUS106402,42300,0.836,0.122,16
CUS106403,112500,0.841,0.027,25
CUS106404,152600,0.84,0.088,18
CUS106405,63700,0.835,0.037,22
CUS106406,30700,0.845,0.018,20
CUS106407,105300,1.0,0.237,24
CUS106408,54500,0.92,0.14,19
CUS106409,56500,0.932,0.194,17
CUS106410,91800,0.896,0.193,13
CUS106411,179300,0.905,0.036,23
CUS106412,117500,0.987,0.15,12
CUS106413,113900,0.847,0.294,15
CUS106414,79900,1.0,0.093,16
CUS106415,52100,0.967,0.231,22
CUS106416,113100,0.853,0.079,18
CUS106417,132300,0.852,0.187,13
CUS106418,62500,1.0,0.037,10
CUS106419,71000,0.938,0.044,32
CUS106420,132600,0.897,0.194,22
CUS106421,64800,0.916,0.036,22
CUS106422,76100,0.867,0.109,23
CUS106423,90200,0.911,0.132,13
CUS106424,117800,0.867,0.042,22
CUS106425,108700,0.957,0.019,20
CUS106426,101200,0.844,0.136,17
CUS106427,170300,1.0,0.052,16
CUS106428,67300,0.895,0.065,14
CUS106429,51400,0.932,0.223,15
CUS106430,139100,0.945,0.192,17
CUS106431,82500,0.999,0.115,18
CUS106432,66500,0.873,0.028,21
CUS106433,67500,0.908,0.106,14
CUS106434,45300,0.923,0.066,8
CUS106435,96400,0.909,0.227,17
CUS106436,45100,0.823,0.207,22
CUS106437,135200,1.0,0.211,14
CUS106438,69200,1.0,0.038,16
CUS106439,46200,0.885,0.182,21
CUS106440,147800,0.938,0.036,31
CUS106441,209700,0.892,0.029,22
CUS106442,108000,0.946,0.304,24
CUS106443,74400,1.0,0.121,21
CUS106444,51400,0.835,0.119,25
CUS106445,93700,0.808,0.052,21
CUS106446,104200,0.973,0.054,18
CUS106447,96400,0.944,0.067,23
CUS106448,134700,0.984,0.136,26
CUS106449,157800,0.839,0.046,18
CUS106450,51400,0.897,0.405,10
CUS106451,111900,0.984,0.09,11
CUS106452,38200,0.976,0.124,23
CUS106453,53100,0.835,0.158,14
CUS106454,121900,0.857,0.176,21
CUS106455,82200,0.972,0.027,17
CUS106456,36400,0.961,0.013,18
CUS106457,142800,0.965,0.091,19
CUS106458,63500,1.0,0.149,11
CUS106459,127900,0.874,0.037,20
CUS106460,133500,0.984,0.03,15
CUS106461,61400,0.885,0.111,21
CUS106462,136900,0.82,0.195,25
CUS106463,97200,0.943,0.077,15
CUS106464,102300,0.805,0.009,22
CUS106465,73300,0.93,0.15,12
CUS106466,58000,0.778,0.183,22
CUS106467,74000,1.0,0.264,20
CUS106468,66100,0.857,0.433,25
CUS106469,130700,0.765,0.428,19
CUS106470,40700,1.0,0.246,8
CUS106471,170000,1.0,0.061,18
CUS106472,173800,0.97,0.079,16
CUS106473,58100,0.829,0.29,13
CUS106474,179700,0.989,0.006,15
CUS106475,60700,0.967,0.154,13
CUS106476,150700,0.819,0.035,23
CUS106477,61400,0.859,0.306,17
CUS106478,144800,0.963,0.126,21
CUS106479,41800,0.849,0.018,12
CUS106480,143700,1.0,0.07,19
CUS106481,161600,0.989,0.142,21
CUS106482,44000,0.951,0.442,17
CUS106483,184300,0.99,0.026,23
CUS106484,147100,0.898,0.104,17
CUS106485,37400,0.892,0.215,14
CUS106486,76000,0.94,0.112,16
CUS106487,148700,0.868,0.152,19
CUS106488,128200,0.818,0.057,16
CUS106489,103900,0.92,0.108,10
CUS106490,127800,1.0,0.198,16
CUS106491,61900,0.98,0.083,20
CUS106492,98000,0.911,0.085,16
CUS106493,63800,0.831,0.033,22
CUS106494,100600,0.9,0.035,17
CUS106495,144800,0.871,0.352,22
CUS106496,138800,1.0,0.114,15
CUS106497,105500,0.858,0.395,21
CUS106498,122200,1.0,0.05,23
CUS106499,143900,0.825,0.05,19
CUS106500,178700,0.927,0.204,14
CUS106501,135100,1.0,0.362,19
CUS106502,105400,0.989,0.292,18
CUS106503,137600,1.0,0.11,24
CUS106504,101400,0.849,0.101,20
CUS106505,88200,0.885,0.316,14
CUS106506,117000,0.783,0.115,19
CUS106507,127100,0.869,0.191,21
CUS106508,88700,0.918,0.052,14
CUS106509,85000,0.845,0.2,19
CUS106510,75400,0.768,0.065,15
CUS106511,62800,0.986,0.044,18
CUS106512,158000,0.92,0.048,27
CUS106513,152000,1.0,0.11,25
CUS106514,142600,0.775,0.134,8
CUS106515,53400,0.945,0.079,13
CUS106516,70200,0.917,0.136,23
CUS106517,81000,0.98,0.046,17
CUS106518,67700,0.963,0.118,16
CUS106519,227700,1.0,0.116,20
CUS106520,116700,0.807,0.057,15
CUS106521,96200,0.79,0.138,18
CUS106522,73900,0.959,0.122,14
CUS106523,125600,0.996,0.028,24
CUS106524,225600,0.868,0.027,22
CUS106525,97200,0.857,0.088,16
CUS106526,79100,1.0,0.235,15
CUS106527,79700,0.864,0.23,15
CUS106528,70000,0.907,0.191,9
CUS106529,98100,0.935,0.097,22
CUS106530,69500,0.833,0.07,20
CUS106531,51600,0.633,0.105,16
CUS106532,99900,0.995,0.078,20
CUS106533,82200,0.864,0.05,15
CUS106534,72900,0.979,0.03,12
CUS106535,155300,0.898,0.035,17
CUS106536,98000,0.829,0.564,14
CUS106537,131000,0.908,0.086,14
CUS106538,141700,0.988,0.106,9
CUS106539,88200,0.903,0.053,21
CUS106540,105100,0.814,0.19,10
CUS106541,58000,0.979,0.369,19
CUS106542,114200,1.0,0.197,20
CUS106543,61400,0.974,0.011,21
CUS106544,68700,0.876,0.173,14
CUS106545,177000,0.826,0.225,14
CUS106546,51300,1.0,0.332,17
CUS106547,163500,0.904,0.199,21
CUS106548,183200,0.985,0.258,16
CUS106549,77700,0.937,0.219,15
CUS106550,194300,0.971,0.02,24
CUS106551,53200,0.859,0.138,19
CUS106552,138200,0.967,0.222,21
CUS106553,86700,0.993,0.185,16
CUS106554,35900,0.932,0.165,23
CUS106555,55600,0.906,0.109,23
CUS106556,81500,0.922,0.038,19
CUS106557,122100,1.0,0.117,13
CUS106558,75100,0.939,0.06,21
CUS106559,73900,0.959,0.14,17
CUS106560,100500,1.0,0.113,16
CUS106561,108600,0.965,0.046,16
CUS106562,80000,0.875,0.116,19
CUS106563,71200,0.774,0.039,26
CUS106564,140000,0.995,0.199,24
CUS106565,77800,0.867,0.19,14
CUS106566,49900,0.882,0.38,8
CUS106567,69900,0.936,0.01,16
CUS106568,93500,0.879,0.152,18
CUS106569,89700,0.85,0.036,17
CUS106570,68600,1.0,0.118,18
CUS106571,48700,0.965,0.045,14
CUS106572,88000,0.861,0.363,25
CUS106573,105900,0.823,0.117,26
CUS106574,55000,0.877,0.171,16
CUS106575,79400,0.934,0.163,8
CUS106576,50600,0.923,0.319,24
CUS106577,85200,0.935,0.155,19
CUS106578,178500,0.851,0.063,13
CUS106579,91800,0.957,0.052,10
CUS106580,40700,1.0,0.24,15
CUS106581,84000,0.867,0.035,13
CUS106582,158000,0.929,0.044,19
CUS106583,37200,1.0,0.118,11
CUS106584,57500,0.987,0.059,16
CUS106585,90500,0.942,0.26,20
CUS106586,87600,0.805,0.018,21
CUS106587,139000,0.86,0.035,20
CUS106588,89700,0.972,0.096,24
CUS106589,120300,0.799,0.117,10
CUS106590,154900,0.975,0.073,22
CUS106591,58200,0.967,0.044,15
CUS106592,101900,0.931,0.148,13
CUS106593,74600,0.969,0.011,18
CUS106594,33700,0.852,0.075,18
CUS106595,106800,0.922,0.069,27
CUS106596,103700,0.988,0.052,23
CUS106597,46300,0.982,0.142,11
CUS106598,65700,0.91,0.126,14
CUS106599,60100,0.691,0.03,23
CUS106600,118400,0.905,0.068,14
CUS106601,46400,0.982,0.223,17
CUS106602,98300,0.87,0.015,18
CUS106603,27400,1.0,0.057,14
CUS106604,102100,0.971,0.068,12
CUS106605,80100,0.874,0.022,10
CUS106606,70300,0.726,0.211,23
CUS106607,154300,0.995,0.156,18
CUS106608,34300,0.892,0.164,20
CUS106609,87300,0.932,0.074,19
CUS106610,142300,1.0,0.153,22
CUS106611,87000,0.825,0.099,23
CUS106612,144900,0.991,0.157,18
CUS106613,66900,0.86,0.228,27
CUS106614,82100,0.962,0.15,16
CUS106615,144800,0.9,0.031,17
CUS106616,105300,0.895,0.063,14
CUS106617,266100,0.928,0.067,12
CUS106618,98100,0.819,0.189,23
CUS106619,103200,0.678,0.129,18
CUS106620,70600,0.975,0.121,15
CUS106621,81100,0.907,0.15,22
CUS106622,136800,0.895,0.071,22
CUS106623,94000,1.0,0.05,21
CUS106624,59200,0.805,0.052,22
CUS106625,72100,0.913,0.04,24
CUS106626,84200,0.895,0.036,20
CUS106627,60200,0.931,0.041,21
CUS106628,69600,0.944,0.155,32
CUS106629,58400,1.0,0.167,20
CUS106630,68100,1.0,0.047,16
CUS106631,159000,0.998,0.091,21
CUS106632,84600,0.963,0.075,25
CUS106633,250100,0.96,0.202,21
CUS106634,61500,0.891,0.169,17
CUS106635,122900,0.795,0.049,20
CUS106636,91700,1.0,0.115,27
CUS106637,108600,0.855,0.119,16
CUS106638,66200,0.9,0.134,18
CUS106639,72100,1.0,0.058,25
CUS106640,101100,0.964,0.003,18
CUS106641,69700,0.938,0.191,19
CUS106642,42800,0.977,0.006,16
CUS106643,151400,0.937,0.262,20
CUS106644,106200,1.0,0.117,18
CUS106645,78300,0.862,0.169,15
CUS106646,98800,0.981,0.114,23
CUS106647,131400,0.794,0.06,17
CUS106648,172800,0.883,0.036,16
CUS106649,102500,1.0,0.33,15
CUS106650,70500,0.874,0.082,24
CUS106651,168000,1.0,0.051,21
CUS106652,83600,1.0,0.143,20
CUS106653,80600,0.987,0.105,17
CUS106654,101000,0.839,0.102,16
CUS106655,156100,0.967,0.153,21
CUS106656,82100,0.898,0.146,20
CUS106657,131400,0.887,0.043,13
CUS106658,82300,0.865,0.207,20
CUS106659,121100,0.836,0.062,9
CUS106660,55000,0.931,0.109,18
CUS106661,153200,0.906,0.18,9
CUS106662,59900,1.0,0.101,15
CUS106663,128900,0.9,0.115,22
CUS106664,42500,0.884,0.021,18
CUS106665,89300,1.0,0.298,17
CUS106666,97400,0.762,0.169,21
CUS106667,63700,0.899,0.267,19
CUS106668,80400,0.788,0.195,17
CUS106669,97400,0.92,0.091,28
CUS106670,109300,1.0,0.129,22
CUS106671,85100,0.847,0.24,20
CUS106672,167500,0.906,0.204,10
CUS106673,147300,1.0,0.081,14
CUS106674,67900,1.0,0.051,20
CUS106675,45100,1.0,0.067,25
CUS106676,67600,1.0,0.065,14
CUS106677,30500,0.779,0.189,13
CUS106678,71400,0.911,0.15,12
CUS106679,166100,0.835,0.079,19
CUS106680,130500,1.0,0.056,20
CUS106681,80400,1.0,0.046,21
CUS106682,64000,1.0,0.021,16
CUS106683,79800,0.855,0.059,16
CUS106684,232900,0.982,0.285,21
CUS106685,174300,0.887,0.017,22
CUS106686,72900,0.85,0.066,19
CUS106687,41900,0.899,0.112,13
CUS106688,250700,0.985,0.126,15
CUS106689,68100,0.883,0.179,19
CUS106690,105500,1.0,0.143,20
CUS106691,39600,0.808,0.266,22
CUS106692,77800,0.943,0.118,14
CUS106693,48300,0.973,0.14,10
CUS106694,51800,0.958,0.029,18
CUS106695,50300,0.894,0.061,17
CUS106696,104400,0.907,0.135,14
CUS106697,91800,0.799,0.103,16
CUS106698,319800,0.84,0.15,19
CUS106699,139100,0.809,0.045,15
CUS106700,153900,0.865,0.185,18
CUS106701,119200,0.897,0.202,18
CUS106702,101400,0.893,0.041,23
CUS106703,157300,0.943,0.074,22
CUS106704,34300,0.86,0.255,18
CUS106705,66400,0.829,0.231,24
CUS106706,48200,0.807,0.08,16
CUS106707,41000,0.942,0.227,16
CUS106708,55700,0.777,0.049,21
CUS106709,55200,0.969,0.235,21
CUS106710,144500,0.849,0.091,20
CUS106711,90300,0.916,0.294,17
CUS106712,40200,0.951,0.067,20
CUS106713,99500,0.84,0.31,18
CUS106714,55300,0.854,0.108,35
CUS106715,94300,1.0,0.141,19
CUS106716,104500,0.956,0.052,14
CUS106717,58400,0.912,0.194,26
CUS106718,101300,1.0,0.056,16
CUS106719,90500,0.953,0.064,20
CUS106720,80100,0.848,0.162,15
CUS106721,58600,1.0,0.03,14
CUS106722,77900,0.989,0.032,21
CUS106723,81000,0.948,0.16,21
CUS106724,91900,1.0,0.131,17
CUS106725,85100,0.834,0.334,22
CUS106726,50000,0.933,0.178,14
CUS106727,87800,0.937,0.192,15
CUS106728,106700,0.943,0.196,7
CUS106729,89000,0.872,0.052,20
CUS106730,81600,1.0,0.126,18
CUS106731,64800,1.0,0.175,15
CUS106732,72800,0.987,0.348,18
CUS106733,72100,0.843,0.118,17
CUS106734,143500,0.83,0.06,21
CUS106735,53700,0.929,0.196,25
CUS106736,99400,0.899,0.029,18
CUS106737,43000,0.999,0.067,21
CUS106738,134400,0.894,0.124,17
CUS106739,70600,0.949,0.088,20
CUS106740,56800,0.898,0.13,20
CUS106741,91900,0.908,0.091,23
CUS106742,34500,0.867,0.054,18
CUS106743,52500,0.973,0.11,8
CUS106744,108200,0.971,0.105,20
CUS106745,129500,0.813,0.171,23
CUS106746,96100,0.92,0.252,24
CUS106747,86700,0.911,0.074,15
CUS106748,240100,0.935,0.057,17
CUS106749,135700,0.886,0.311,18
CUS106750,49300,1.0,0.128,13
CUS106751,141000,0.757,0.046,15
CUS106752,67100,0.93,0.069,21
CUS106753,64400,0.818,0.05,15
CUS106754,42800,0.946,0.401,11
CUS106755,71200,0.957,0.145,20
CUS106756,52100,0.948,0.257,16
CUS106757,118000,0.886,0.141,22
CUS106758,95300,0.855,0.014,17
CUS106759,40600,0.882,0.075,16
CUS106760,93300,1.0,0.063,21
CUS106761,138400,0.939,0.048,18
CUS106762,184600,0.747,0.005,22
CUS106763,39700,0.823,0.175,18
CUS106764,61800,1.0,0.216,20
CUS106765,41800,0.919,0.117,10
CUS106766,98800,0.968,0.225,20
CUS106767,42000,0.923,0.074,16
CUS106768,112600,1.0,0.099,18
CUS106769,138200,0.94,0.018,18
CUS106770,124300,0.942,0.144,16
CUS106771,70800,0.943,0.017,22
CUS106772,56800,0.884,0.135,18
CUS106773,71800,1.0,0.06,21
CUS106774,156600,0.96,0.157,16
CUS106775,38600,0.816,0.133,23
CUS106776,111700,0.93,0.408,21
CUS106777,54900,0.94,0.049,15
CUS106778,72900,0.983,0.101,22
CUS106779,99000,0.959,0.082,18
CUS106780,50500,0.88,0.123,13
CUS106781,73700,0.993,0.314,12
CUS106782,83700,0.93,0.127,16
CUS106783,89700,0.986,0.058,20
CUS106784,88200,0.884,0.037,11
CUS106785,119900,1.0,0.052,14
CUS106786,63500,0.852,0.082,13
CUS106787,96800,0.936,0.091,15
CUS106788,102100,0.804,0.046,13
CUS106789,102000,0.907,0.067,20
CUS106790,93500,0.791,0.228,12
CUS106791,97600,1.0,0.192,24
CUS106792,76400,0.939,0.118,21
CUS106793,48400,1.0,0.158,20
CUS106794,160400,0.839,0.101,23
CUS106795,169900,0.836,0.028,19
CUS106796,76300,1.0,0.023,16
CUS106797,116500,0.778,0.092,20
CUS106798,57100,0.957,0.087,16
CUS106799,63100,1.0,0.28,17
CUS106800,82200,0.877,0.107,23
CUS106801,316000,0.849,0.153,18
CUS106802,190300,0.98,0.138,17
CUS106803,143100,0.996,0.268,22
CUS106804,105100,0.882,0.24,21
CUS106805,63300,0.913,0.086,20
CUS106806,138700,0.906,0.016,13
CUS106807,29700,0.827,0.145,18
CUS106808,108900,0.982,0.311,16
CUS106809,138500,0.91,0.087,19
CUS106810,84500,0.849,0.239,18
CUS106811,191600,0.851,0.018,17
CUS106812,44900,0.93,0.121,12
CUS106813,150300,0.991,0.071,19
CUS106814,77300,0.91,0.018,25
CUS106815,158400,1.0,0.054,21
CUS106816,142800,0.814,0.197,15
CUS106817,168000,0.92,0.014,11
CUS106818,135300,0.844,0.092,13
CUS106819,114800,1.0,0.238,19
CUS106820,164400,0.97,0.129,19
CUS106821,91900,0.942,0.298,23
CUS106822,105800,0.906,0.23,15
CUS106823,87700,0.894,0.063,19
CUS106824,71100,0.992,0.018,22
CUS106825,109500,0.879,0.134,15
CUS106826,85300,1.0,0.295,14
CUS106827,149900,0.945,0.071,22
CUS106828,88900,0.999,0.13,13
CUS106829,70100,0.879,0.077,18
CUS106830,163800,0.936,0.207,17
CUS106831,85700,0.954,0.369,16
CUS106832,61000,0.823,0.33,11
CUS106833,191000,1.0,0.169,19
CUS106834,145400,0.875,0.038,19
CUS106835,209900,0.899,0.044,24
CUS106836,67100,0.798,0.149,14
CUS106837,67200,1.0,0.013,18
CUS106838,58800,0.977,0.074,22
CUS106839,69100,0.874,0.092,14
CUS106840,81800,0.652,0.099,14
CUS106841,109800,0.914,0.025,15
CUS106842,57200,1.0,0.13,16
CUS106843,71200,1.0,0.188,23
CUS106844,181700,0.95,0.229,15
CUS106845,31700,0.961,0.056,17
CUS106846,124000,0.951,0.159,18
CUS106847,45600,0.97,0.191,18
CUS106848,59000,1.0,0.238,26
CUS106849,143500,0.892,0.166,16
CUS106850,87700,1.0,0.065,23
CUS106851,286900,1.0,0.016,10
CUS106852,90500,0.833,0.035,11
CUS106853,71400,0.809,0.001,18
CUS106854,110100,0.912,0.245,11
CUS106855,128300,0.859,0.094,19
CUS106856,119400,0.937,0.039,21
CUS106857,70200,1.0,0.024,18
CUS106858,37600,0.819,0.014,20
CUS106859,74600,0.831,0.1,19
CUS106860,189100,0.979,0.032,18
CUS106861,68400,0.967,0.09,16
CUS106862,71500,0.909,0.017,14
CUS106863,119900,0.924,0.289,13
CUS106864,121100,1.0,0.146,14
CUS106865,49300,0.854,0.155,20
CUS106866,89800,0.779,0.063,19
CUS106867,174000,0.85,0.144,20
CUS106868,76400,0.969,0.112,15
CUS106869,166700,0.986,0.113,14
CUS106870,173200,0.985,0.131,22
CUS106871,53700,0.807,0.314,16
CUS106872,72100,0.724,0.221,16
CUS106873,122100,0.926,0.101,23
CUS106874,43900,0.875,0.187,21
CUS106875,74500,0.835,0.187,18
CUS106876,117500,0.922,0.157,18
CUS106877,61900,0.936,0.379,13
CUS106878,100300,0.847,0.039,18
CUS106879,58900,1.0,0.106,22
CUS106880,72200,0.925,0.223,13
CUS106881,119800,1.0,0.085,14
CUS106882,153700,0.812,0.169,17
CUS106883,63400,0.952,0.072,9
CUS106884,47200,0.797,0.046,19
CUS106885,90100,0.954,0.004,17
CUS106886,110000,0.769,0.156,15
CUS106887,66600,0.943,0.184,10
CUS106888,191300,1.0,0.009,16
CUS106889,73100,0.842,0.006,16
CUS106890,60500,0.912,0.107,17
CUS106891,193400,0.848,0.45,19
CUS106892,149000,0.87,0.3,14
CUS106893,58200,0.862,0.236,10
CUS106894,134300,0.996,0.15,28
CUS106895,68000,0.795,0.209,15
CUS106896,123700,0.934,0.319,23
CUS106897,195300,0.884,0.036,15
CUS106898,53700,0.954,0.125,14
CUS106899,75800,0.952,0.039,23
CUS106900,76100,0.826,0.122,17
CUS106901,103700,0.927,0.293,20
CUS106902,114700,0.864,0.415,24
CUS106903,89800,0.89,0.148,18
CUS106904,43000,1.0,0.212,14
CUS106905,45500,0.784,0.034,18
CUS106906,55800,0.976,0.249,14
CUS106907,110200,0.874,0.092,22
CUS106908,48400,0.974,0.097,21
CUS106909,56800,1.0,0.164,11
CUS106910,51800,0.889,0.108,20
CUS106911,110800,0.949,0.034,17
CUS106912,148200,1.0,0.078,14
CUS106913,96800,0.94,0.001,14
CUS106914,208000,0.925,0.073,23
CUS106915,86000,0.863,0.095,23
CUS106916,82900,0.952,0.051,20
CUS106917,62600,0.915,0.082,18
CUS106918,97400,0.86,0.017,20
CUS106919,54100,0.921,0.006,14
CUS106920,63600,0.848,0.138,21
CUS106921,53000,0.863,0.034,14
CUS106922,72000,0.842,0.09,22
CUS106923,72600,0.929,0.068,16
CUS106924,284900,0.851,0.029,15
CUS106925,98500,0.836,0.13,17
CUS106926,95200,0.812,0.117,12
CUS106927,67100,0.897,0.023,11
CUS106928,339100,0.992,0.034,20
CUS106929,59100,0.98,0.113,13
CUS106930,70200,0.839,0.074,24
CUS106931,112900,0.994,0.306,17
CUS106932,91500,1.0,0.072,14
CUS106933,52400,0.914,0.157,16
CUS106934,84700,1.0,0.271,14
CUS106935,118800,0.881,0.114,24
CUS106936,121800,0.973,0.028,12
CUS106937,107500,0.838,0.15,19
CUS106938,250900,0.888,0.238,15
CUS106939,95400,0.914,0.275,14
CUS106940,106200,0.898,0.361,14
CUS106941,29200,0.959,0.079,22
CUS106942,159100,0.892,0.113,22
CUS106943,87500,0.865,0.108,16
CUS106944,58900,0.944,0.203,20
CUS106945,77000,0.982,0.079,19
CUS106946,99100,0.963,0.174,15
CUS106947,128100,0.682,0.046,17
CUS106948,91700,1.0,0.048,19
CUS106949,123100,0.964,0.162,17
CUS106950,66700,0.988,0.038,16
CUS106951,93100,0.907,0.032,25
CUS106952,92700,1.0,0.014,14
CUS106953,109000,1.0,0.13,15
CUS106954,83500,1.0,0.111,19
CUS106955,117100,0.806,0.017,21
CUS106956,65000,0.722,0.121,15
CUS106957,81800,0.854,0.191,17
CUS106958,68200,0.955,0.025,17
CUS106959,53700,0.857,0.04,12
CUS106960,57400,0.759,0.063,18
CUS106961,75500,0.937,0.346,18
CUS106962,75100,0.91,0.101,11
CUS106963,105600,0.912,0.314,20
CUS106964,87200,0.863,0.162,15
CUS106965,122300,1.0,0.389,13
CUS106966,80000,0.944,0.189,19
CUS106967,106700,1.0,0.126,22
CUS106968,184600,0.969,0.083,15
CUS106969,68800,1.0,0.138,17
CUS106970,76500,0.846,0.032,23
CUS106971,151300,0.957,0.054,24
CUS106972,53600,0.893,0.399,18
CUS106973,155200,0.738,0.241,23
CUS106974,80000,0.929,0.076,19
CUS106975,61700,0.937,0.073,19
CUS106976,135300,0.852,0.216,21
CUS106977,78200,0.785,0.076,18
CUS106978,195000,0.944,0.101,15
CUS106979,95800,1.0,0.038,24
CUS106980,90500,0.879,0.017,19
CUS106981,68500,0.939,0.176,14
CUS106982,81800,0.857,0.114,19
CUS106983,69500,1.0,0.221,21
CUS106984,144900,0.888,0.21,23
CUS106985,97700,1.0,0.068,22
CUS106986,127700,1.0,0.194,15
CUS106987,87500,0.816,0.342,10
CUS106988,66100,0.912,0.27,19
CUS106989,78300,0.988,0.258,17
CUS106990,182300,0.998,0.067,18
CUS106991,55100,1.0,0.056,16
CUS106992,94600,0.944,0.156,21
CUS106993,192100,0.907,0.193,17
CUS106994,55800,0.892,0.307,20
CUS106995,119600,0.801,0.005,16
CUS106996,130700,0.9,0.054,16
CUS106997,46400,0.823,0.159,23
CUS106998,144100,0.983,0.233,21
CUS106999,57900,1.0,0.17,15
CUS107000,102900,0.826,0.128,16
CUS107001,143300,0.896,0.051,18
CUS107002,150100,0.913,0.149,22
CUS107003,39100,1.0,0.136,13
CUS107004,171800,0.946,0.068,29
CUS107005,155100,0.958,0.155,12
CUS107006,132600,0.969,0.078,14
CUS107007,96400,0.924,0.381,10
CUS107008,65200,0.838,0.114,17
CUS107009,62700,0.991,0.09,17
CUS107010,41300,1.0,0.126,20
CUS107011,118800,0.905,0.028,19
CUS107012,131100,0.859,0.051,18
CUS107013,82900,0.935,0.102,15
CUS107014,69500,0.708,0.103,29
CUS107015,89100,0.908,0.154,20
CUS107016,68600,0.809,0.11,14
CUS107017,80900,0.902,0.044,19
CUS107018,58900,0.911,0.237,18
CUS107019,106800,0.896,0.237,17
CUS107020,164300,0.815,0.185,23
CUS107021,106500,0.907,0.091,24
CUS107022,80400,0.87,0.038,21
CUS107023,132300,0.897,0.025,22
CUS107024,100400,0.891,0.212,16
CUS107025,138600,0.979,0.043,15
CUS107026,60500,0.921,0.085,17
CUS107027,71500,0.886,0.09,11
CUS107028,62000,0.883,0.388,31
CUS107029,69300,0.972,0.103,12
CUS107030,129700,0.88,0.103,16
CUS107031,56300,1.0,0.369,17
CUS107032,33000,0.911,0.106,20
CUS107033,76100,0.897,0.088,18
CUS107034,53600,0.946,0.015,21
CUS107035,58800,0.996,0.08,14
CUS107036,194800,0.836,0.431,23
CUS107037,60300,1.0,0.08,20
CUS107038,116800,0.814,0.101,12
CUS107039,90100,0.945,0.132,17
CUS107040,117100,0.965,0.172,24
CUS107041,67900,0.916,0.062,20
CUS107042,141900,0.903,0.099,16
CUS107043,108200,0.95,0.047,20
CUS107044,95000,0.948,0.172,19
CUS107045,95700,0.824,0.002,20
CUS107046,127400,0.897,0.167,20
CUS107047,117400,0.793,0.059,14
CUS107048,88200,0.826,0.065,13
CUS107049,108800,0.933,0.041,24
CUS107050,41000,0.876,0.328,26
CUS107051,90200,1.0,0.055,15
CUS107052,83800,0.991,0.02,17
CUS107053,142200,0.917,0.096,16
CUS107054,61500,0.891,0.074,23
CUS107055,106700,1.0,0.274,14
CUS107056,198800,0.969,0.242,12
CUS107057,89600,0.852,0.095,16
CUS107058,45900,0.916,0.278,15
CUS107059,224800,0.735,0.329,10
CUS107060,67700,1.0,0.413,20
CUS107061,42800,0.964,0.063,24
CUS107062,59900,0.904,0.014,24
CUS107063,126100,0.796,0.113,22
CUS107064,141100,1.0,0.184,18
CUS107065,192400,0.869,0.329,10
CUS107066,91800,0.941,0.376,18
CUS107067,53900,0.773,0.322,11
CUS107068,59400,0.942,0.003,13
CUS107069,83100,0.954,0.344,24
CUS107070,80600,1.0,0.16,21
CUS107071,143800,0.947,0.184,18
CUS107072,47700,1.0,0.176,14
CUS107073,47600,0.876,0.136,16
CUS107074,78700,0.931,0.063,16
CUS107075,103100,0.841,0.28,23
CUS107076,69100,1.0,0.046,17
CUS107077,66400,0.944,0.28,15
CUS107078,145600,0.772,0.185,19
CUS107079,91200,1.0,0.111,16
CUS107080,54800,0.921,0.224,25
CUS107081,67500,0.992,0.241,9
CUS107082,109000,0.866,0.433,15
CUS107083,46100,0.851,0.202,23
CUS107084,90300,0.808,0.275,19
CUS107085,75200,1.0,0.256,24
CUS107086,99700,0.962,0.047,15
CUS107087,90800,0.987,0.169,13
CUS107088,49800,0.855,0.103,20
CUS107089,67300,1.0,0.326,31
CUS107090,166200,0.803,0.094,20
CUS107091,260000,0.918,0.163,23
CUS107092,43700,0.915,0.128,19
CUS107093,112600,0.723,0.129,14
CUS107094,102600,1.0,0.109,19
CUS107095,253500,0.96,0.11,15
CUS107096,70800,1.0,0.068,22
CUS107097,138600,0.995,0.015,19
CUS107098,68800,0.829,0.057,15
CUS107099,165000,0.778,0.05,12
CUS107100,240000,0.854,0.1,19
CUS107101,98200,0.99,0.184,13
CUS107102,48800,0.851,0.254,15
CUS107103,160000,0.999,0.386,21
